gps_timestamp,gps_datetime,latitude,longitude,speed_kmh,bearing_degrees,altitude_m,correlation_quality,time_difference_seconds,cell_id,physical_cell_id,tracking_area_code,location_area_code,mobile_country_code,mobile_network_code,operator_name,radio_access_tech,frequency_band,frequency_description,channel_number,bandwidth_mhz,rsrp_dbm,rsrq_db,rssi_dbm,sinr_db,cqi,rscp_dbm,ecno_db,rxlev_dbm,rxqual,ss_rsrp_dbm,ss_rsrq_db,ss_sinr_db,transmission_mode,mimo_layers,carrier_aggregation_bands,timing_advance,rrc_state,attach_status,registration_state,signal_quality,estimated_distance_m,coverage_type,neighbor_cell_count,best_neighbor_pci,best_neighbor_rsrp,cell_timestamp,cell_datetime,source,extraction_confidence
1752428629,2025-07-13T17:43:49+00:00,40.7422024,-74.0053127,0.838398709216161,286.85839875502063,,Estimated,181,12355,259,12010,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-75,-65,-70,18,10,,,,,,,,,,,60,RRC_IDLE,ATTACHED,,Excellent,9440.608762859232,Urban,5,,,1752428810,2025-07-13T17:46:50+00:00,simulated_comprehensive,simulated
1752428651,2025-07-13T17:44:11+00:00,40.7421747,-74.0054112,1.4484336238392068,254.29304669750428,,Estimated,159,12354,258,12009,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-66,-47,-61,17,14,,,,,,,,,,,59,RRC_IDLE,ATTACHED,,Excellent,3349.654391578277,Urban,4,,,1752428492,2025-07-13T17:41:32+00:00,simulated_comprehensive,simulated
1752428651,2025-07-13T17:44:11+00:00,40.7421747,-74.0054112,1.4484336238392068,254.29304669750428,,Estimated,159,12355,259,12010,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-75,-65,-70,18,10,,,,,,,,,,,60,RRC_IDLE,ATTACHED,,Excellent,9440.608762859232,Urban,5,,,1752428810,2025-07-13T17:46:50+00:00,simulated_comprehensive,simulated
1752428662,2025-07-13T17:44:22+00:00,40.7421713,-74.0054463,0.9756490411062008,264.4672430843495,,Estimated,170,12354,258,12009,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-66,-47,-61,17,14,,,,,,,,,,,59,RRC_IDLE,ATTACHED,,Excellent,3349.654391578277,Urban,4,,,1752428492,2025-07-13T17:41:32+00:00,simulated_comprehensive,simulated
1752428662,2025-07-13T17:44:22+00:00,40.7421713,-74.0054463,0.9756490411062008,264.4672430843495,,Estimated,148,12355,259,12010,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-75,-65,-70,18,10,,,,,,,,,,,60,RRC_IDLE,ATTACHED,,Excellent,9440.608762859232,Urban,5,,,1752428810,2025-07-13T17:46:50+00:00,simulated_comprehensive,simulated
1752428684,2025-07-13T17:44:44+00:00,40.7420878,-74.0055935,2.535028271129647,240.43568967596684,,Estimated,192,12354,258,12009,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-66,-47,-61,17,14,,,,,,,,,,,59,RRC_IDLE,ATTACHED,,Excellent,3349.654391578277,Urban,4,,,1752428492,2025-07-13T17:41:32+00:00,simulated_comprehensive,simulated
1752428684,2025-07-13T17:44:44+00:00,40.7420878,-74.0055935,2.535028271129647,240.43568967596684,,Estimated,126,12355,259,12010,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-75,-65,-70,18,10,,,,,,,,,,,60,RRC_IDLE,ATTACHED,,Excellent,9440.608762859232,Urban,5,,,1752428810,2025-07-13T17:46:50+00:00,simulated_comprehensive,simulated
1752428693,2025-07-13T17:44:53+00:00,40.7420933,-74.0055986,0.2989661247316106,317.1610795142768,,Good,201,12354,258,12009,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-66,-47,-61,17,14,,,,,,,,,,,59,RRC_IDLE,ATTACHED,,Excellent,3349.654391578277,Urban,4,,,1752428492,2025-07-13T17:41:32+00:00,simulated_comprehensive,simulated
1752428693,2025-07-13T17:44:53+00:00,40.7420933,-74.0055986,0.2989661247316106,317.1610795142768,,Good,117,12355,259,12010,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-75,-65,-70,18,10,,,,,,,,,,,60,RRC_IDLE,ATTACHED,,Excellent,9440.608762859232,Urban,5,,,1752428810,2025-07-13T17:46:50+00:00,simulated_comprehensive,simulated
1752428716,2025-07-13T17:45:16+00:00,40.7422138,-74.0055075,2.416917974273133,37.08988565751781,,Good,224,12354,258,12009,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-66,-47,-61,17,14,,,,,,,,,,,59,RRC_IDLE,ATTACHED,,Excellent,3349.654391578277,Urban,4,,,1752428492,2025-07-13T17:41:32+00:00,simulated_comprehensive,simulated
1752428716,2025-07-13T17:45:16+00:00,40.7422138,-74.0055075,2.416917974273133,37.08988565751781,,Good,94,12355,259,12010,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-75,-65,-70,18,10,,,,,,,,,,,60,RRC_IDLE,ATTACHED,,Excellent,9440.608762859232,Urban,5,,,1752428810,2025-07-13T17:46:50+00:00,simulated_comprehensive,simulated
1752428725,2025-07-13T17:45:25+00:00,40.7422966,-74.0055403,3.84507193376123,338.3897350159534,,Good,233,12354,258,12009,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-66,-47,-61,17,14,,,,,,,,,,,59,RRC_IDLE,ATTACHED,,Excellent,3349.654391578277,Urban,4,,,1752428492,2025-07-13T17:41:32+00:00,simulated_comprehensive,simulated
1752428725,2025-07-13T17:45:25+00:00,40.7422966,-74.0055403,3.84507193376123,338.3897350159534,,Good,85,12355,259,12010,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-75,-65,-70,18,10,,,,,,,,,,,60,RRC_IDLE,ATTACHED,,Excellent,9440.608762859232,Urban,5,,,1752428810,2025-07-13T17:46:50+00:00,simulated_comprehensive,simulated
1752428747,2025-07-13T17:45:47+00:00,40.7423499,-74.0055709,1.0575965775822487,330.13948661927026,,Good,255,12354,258,12009,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-66,-47,-61,17,14,,,,,,,,,,,59,RRC_IDLE,ATTACHED,,Excellent,3349.654391578277,Urban,4,,,1752428492,2025-07-13T17:41:32+00:00,simulated_comprehensive,simulated
1752428747,2025-07-13T17:45:47+00:00,40.7423499,-74.0055709,1.0575965775822487,330.13948661927026,,Good,63,12355,259,12010,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-75,-65,-70,18,10,,,,,,,,,,,60,RRC_IDLE,ATTACHED,,Excellent,9440.608762859232,Urban,5,,,1752428810,2025-07-13T17:46:50+00:00,simulated_comprehensive,simulated
1752428756,2025-07-13T17:45:56+00:00,40.7423964,-74.0056839,4.333378046252273,292.3673828184992,,Good,264,12354,258,12009,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-66,-47,-61,17,14,,,,,,,,,,,59,RRC_IDLE,ATTACHED,,Excellent,3349.654391578277,Urban,4,,,1752428492,2025-07-13T17:41:32+00:00,simulated_comprehensive,simulated
1752428756,2025-07-13T17:45:56+00:00,40.7423964,-74.0056839,4.333378046252273,292.3673828184992,,Good,54,12355,259,12010,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-75,-65,-70,18,10,,,,,,,,,,,60,RRC_IDLE,ATTACHED,,Excellent,9440.608762859232,Urban,5,,,1752428810,2025-07-13T17:46:50+00:00,simulated_comprehensive,simulated
1752428779,2025-07-13T17:46:19+00:00,40.7423142,-74.0058797,2.9517845945487737,247.22654969048705,,Good,287,12354,258,12009,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-66,-47,-61,17,14,,,,,,,,,,,59,RRC_IDLE,ATTACHED,,Excellent,3349.654391578277,Urban,4,,,1752428492,2025-07-13T17:41:32+00:00,simulated_comprehensive,simulated
1752428779,2025-07-13T17:46:19+00:00,40.7423142,-74.0058797,2.9517845945487737,247.22654969048705,,Good,31,12355,259,12010,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-75,-65,-70,18,10,,,,,,,,,,,60,RRC_IDLE,ATTACHED,,Excellent,9440.608762859232,Urban,5,,,1752428810,2025-07-13T17:46:50+00:00,simulated_comprehensive,simulated
1752428788,2025-07-13T17:46:28+00:00,40.7423015,-74.0058799,0.5649104338625555,180.90222117212872,,Perfect,296,12354,258,12009,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-66,-47,-61,17,14,,,,,,,,,,,59,RRC_IDLE,ATTACHED,,Excellent,3349.654391578277,Urban,4,,,1752428492,2025-07-13T17:41:32+00:00,simulated_comprehensive,simulated
1752428788,2025-07-13T17:46:28+00:00,40.7423015,-74.0058799,0.5649104338625555,180.90222117212872,,Perfect,22,12355,259,12010,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-75,-65,-70,18,10,,,,,,,,,,,60,RRC_IDLE,ATTACHED,,Excellent,9440.608762859232,Urban,5,,,1752428810,2025-07-13T17:46:50+00:00,simulated_comprehensive,simulated
1752428810,2025-07-13T17:46:50+00:00,40.7422686,-74.0059287,0.9005312631934154,236.01292591011097,,Perfect,0,12355,259,12010,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-75,-65,-70,18,10,,,,,,,,,,,60,RRC_IDLE,ATTACHED,,Excellent,9440.608762859232,Urban,5,,,1752428810,2025-07-13T17:46:50+00:00,simulated_comprehensive,simulated
1752428819,2025-07-13T17:46:59+00:00,40.7422582,-74.0059551,1.0027210000499005,248.49856567150235,,Perfect,9,12355,259,12010,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-75,-65,-70,18,10,,,,,,,,,,,60,RRC_IDLE,ATTACHED,,Excellent,9440.608762859232,Urban,5,,,1752428810,2025-07-13T17:46:50+00:00,simulated_comprehensive,simulated
1752428841,2025-07-13T17:47:21+00:00,40.7422512,-74.0059159,0.5552143840899874,100.12467166330566,,Good,31,12355,259,12010,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-75,-65,-70,18,10,,,,,,,,,,,60,RRC_IDLE,ATTACHED,,Excellent,9440.608762859232,Urban,5,,,1752428810,2025-07-13T17:46:50+00:00,simulated_comprehensive,simulated
1752428841,2025-07-13T17:47:21+00:00,40.7422512,-74.0059159,0.5552143840899874,100.12467166330566,,Good,284,12356,260,12011,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-74,-63,-69,19,11,,,,,,,,,,,61,RRC_IDLE,ATTACHED,,Excellent,8413.951416451951,Urban,6,,,1752429125,2025-07-13T17:52:05+00:00,simulated_comprehensive,simulated
1752428850,2025-07-13T17:47:30+00:00,40.7422622,-74.005902,0.6773367775634068,51.64307409895338,,Good,40,12355,259,12010,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-75,-65,-70,18,10,,,,,,,,,,,60,RRC_IDLE,ATTACHED,,Excellent,9440.608762859232,Urban,5,,,1752428810,2025-07-13T17:46:50+00:00,simulated_comprehensive,simulated
1752428850,2025-07-13T17:47:30+00:00,40.7422622,-74.005902,0.6773367775634068,51.64307409895338,,Good,275,12356,260,12011,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-74,-63,-69,19,11,,,,,,,,,,,61,RRC_IDLE,ATTACHED,,Excellent,8413.951416451951,Urban,6,,,1752429125,2025-07-13T17:52:05+00:00,simulated_comprehensive,simulated
1752428873,2025-07-13T17:47:53+00:00,40.7422553,-74.0059299,0.3870076837627626,256.1088088199694,,Good,63,12355,259,12010,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-75,-65,-70,18,10,,,,,,,,,,,60,RRC_IDLE,ATTACHED,,Excellent,9440.608762859232,Urban,5,,,1752428810,2025-07-13T17:46:50+00:00,simulated_comprehensive,simulated
1752428873,2025-07-13T17:47:53+00:00,40.7422553,-74.0059299,0.3870076837627626,256.1088088199694,,Good,252,12356,260,12011,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-74,-63,-69,19,11,,,,,,,,,,,61,RRC_IDLE,ATTACHED,,Excellent,8413.951416451951,Urban,6,,,1752429125,2025-07-13T17:52:05+00:00,simulated_comprehensive,simulated
1752428881,2025-07-13T17:48:01+00:00,40.7422579,-74.0059122,0.6835241515497342,81.64343328765153,,Good,71,12355,259,12010,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-75,-65,-70,18,10,,,,,,,,,,,60,RRC_IDLE,ATTACHED,,Excellent,9440.608762859232,Urban,5,,,1752428810,2025-07-13T17:46:50+00:00,simulated_comprehensive,simulated
1752428881,2025-07-13T17:48:01+00:00,40.7422579,-74.0059122,0.6835241515497342,81.64343328765153,,Good,244,12356,260,12011,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-74,-63,-69,19,11,,,,,,,,,,,61,RRC_IDLE,ATTACHED,,Excellent,8413.951416451951,Urban,6,,,1752429125,2025-07-13T17:52:05+00:00,simulated_comprehensive,simulated
1752428904,2025-07-13T17:48:24+00:00,40.7422873,-74.0058905,0.5862653047145778,36.43085810607619,,Good,94,12355,259,12010,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-75,-65,-70,18,10,,,,,,,,,,,60,RRC_IDLE,ATTACHED,,Excellent,9440.608762859232,Urban,5,,,1752428810,2025-07-13T17:46:50+00:00,simulated_comprehensive,simulated
1752428904,2025-07-13T17:48:24+00:00,40.7422873,-74.0058905,0.5862653047145778,36.43085810607619,,Good,221,12356,260,12011,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-74,-63,-69,19,11,,,,,,,,,,,61,RRC_IDLE,ATTACHED,,Excellent,8413.951416451951,Urban,6,,,1752429125,2025-07-13T17:52:05+00:00,simulated_comprehensive,simulated
1752428912,2025-07-13T17:48:32+00:00,40.7422871,-74.0058867,0.1444098084149905,93.01278753792184,,Good,102,12355,259,12010,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-75,-65,-70,18,10,,,,,,,,,,,60,RRC_IDLE,ATTACHED,,Excellent,9440.608762859232,Urban,5,,,1752428810,2025-07-13T17:46:50+00:00,simulated_comprehensive,simulated
1752428912,2025-07-13T17:48:32+00:00,40.7422871,-74.0058867,0.1444098084149905,93.01278753792184,,Good,213,12356,260,12011,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-74,-63,-69,19,11,,,,,,,,,,,61,RRC_IDLE,ATTACHED,,Excellent,8413.951416451951,Urban,6,,,1752429125,2025-07-13T17:52:05+00:00,simulated_comprehensive,simulated
1752428935,2025-07-13T17:48:55+00:00,40.7422967,-74.0058789,0.196203096205551,39.09385891177374,,Estimated,125,12355,259,12010,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-75,-65,-70,18,10,,,,,,,,,,,60,RRC_IDLE,ATTACHED,,Excellent,9440.608762859232,Urban,5,,,1752428810,2025-07-13T17:46:50+00:00,simulated_comprehensive,simulated
1752428935,2025-07-13T17:48:55+00:00,40.7422967,-74.0058789,0.196203096205551,39.09385891177374,,Estimated,190,12356,260,12011,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-74,-63,-69,19,11,,,,,,,,,,,61,RRC_IDLE,ATTACHED,,Excellent,8413.951416451951,Urban,6,,,1752429125,2025-07-13T17:52:05+00:00,simulated_comprehensive,simulated
1752428943,2025-07-13T17:49:03+00:00,40.74229,-74.0059017,0.9271136612341058,253.624065879905,,Estimated,133,12355,259,12010,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-75,-65,-70,18,10,,,,,,,,,,,60,RRC_IDLE,ATTACHED,,Excellent,9440.608762859232,Urban,5,,,1752428810,2025-07-13T17:46:50+00:00,simulated_comprehensive,simulated
1752428943,2025-07-13T17:49:03+00:00,40.74229,-74.0059017,0.9271136612341058,253.624065879905,,Estimated,182,12356,260,12011,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-74,-63,-69,19,11,,,,,,,,,,,61,RRC_IDLE,ATTACHED,,Excellent,8413.951416451951,Urban,6,,,1752429125,2025-07-13T17:52:05+00:00,simulated_comprehensive,simulated
1752428966,2025-07-13T17:49:26+00:00,40.7422559,-74.0058953,0.5994611456835033,169.37020030208419,,Estimated,156,12355,259,12010,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-75,-65,-70,18,10,,,,,,,,,,,60,RRC_IDLE,ATTACHED,,Excellent,9440.608762859232,Urban,5,,,1752428810,2025-07-13T17:46:50+00:00,simulated_comprehensive,simulated
1752428966,2025-07-13T17:49:26+00:00,40.7422559,-74.0058953,0.5994611456835033,169.37020030208419,,Estimated,159,12356,260,12011,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-74,-63,-69,19,11,,,,,,,,,,,61,RRC_IDLE,ATTACHED,,Excellent,8413.951416451951,Urban,6,,,1752429125,2025-07-13T17:52:05+00:00,simulated_comprehensive,simulated
1752428975,2025-07-13T17:49:35+00:00,40.7422583,-74.0058883,0.258920932205066,71.07535561368661,,Estimated,165,12355,259,12010,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-75,-65,-70,18,10,,,,,,,,,,,60,RRC_IDLE,ATTACHED,,Excellent,9440.608762859232,Urban,5,,,1752428810,2025-07-13T17:46:50+00:00,simulated_comprehensive,simulated
1752428975,2025-07-13T17:49:35+00:00,40.7422583,-74.0058883,0.258920932205066,71.07535561368661,,Estimated,150,12356,260,12011,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-74,-63,-69,19,11,,,,,,,,,,,61,RRC_IDLE,ATTACHED,,Excellent,8413.951416451951,Urban,6,,,1752429125,2025-07-13T17:52:05+00:00,simulated_comprehensive,simulated
1752428998,2025-07-13T17:49:58+00:00,40.7421495,-74.0060735,3.0902746314409777,239.56691420905094,,Estimated,188,12355,259,12010,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-75,-65,-70,18,10,,,,,,,,,,,60,RRC_IDLE,ATTACHED,,Excellent,9440.608762859232,Urban,5,,,1752428810,2025-07-13T17:46:50+00:00,simulated_comprehensive,simulated
1752428998,2025-07-13T17:49:58+00:00,40.7421495,-74.0060735,3.0902746314409777,239.56691420905094,,Estimated,127,12356,260,12011,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-74,-63,-69,19,11,,,,,,,,,,,61,RRC_IDLE,ATTACHED,,Excellent,8413.951416451951,Urban,6,,,1752429125,2025-07-13T17:52:05+00:00,simulated_comprehensive,simulated
1752429006,2025-07-13T17:50:06+00:00,40.7421495,-74.0060735,0.0,0.0,,Good,196,12355,259,12010,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-75,-65,-70,18,10,,,,,,,,,,,60,RRC_IDLE,ATTACHED,,Excellent,9440.608762859232,Urban,5,,,1752428810,2025-07-13T17:46:50+00:00,simulated_comprehensive,simulated
1752429006,2025-07-13T17:50:06+00:00,40.7421495,-74.0060735,0.0,0.0,,Good,119,12356,260,12011,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-74,-63,-69,19,11,,,,,,,,,,,61,RRC_IDLE,ATTACHED,,Excellent,8413.951416451951,Urban,6,,,1752429125,2025-07-13T17:52:05+00:00,simulated_comprehensive,simulated
1752429029,2025-07-13T17:50:29+00:00,40.7421638,-74.0061616,1.1880944837369458,279.2195896547348,,Good,219,12355,259,12010,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-75,-65,-70,18,10,,,,,,,,,,,60,RRC_IDLE,ATTACHED,,Excellent,9440.608762859232,Urban,5,,,1752428810,2025-07-13T17:46:50+00:00,simulated_comprehensive,simulated
1752429029,2025-07-13T17:50:29+00:00,40.7421638,-74.0061616,1.1880944837369458,279.2195896547348,,Good,96,12356,260,12011,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-74,-63,-69,19,11,,,,,,,,,,,61,RRC_IDLE,ATTACHED,,Excellent,8413.951416451951,Urban,6,,,1752429125,2025-07-13T17:52:05+00:00,simulated_comprehensive,simulated
1752429038,2025-07-13T17:50:38+00:00,40.7421638,-74.0061616,0.0,0.0,,Good,228,12355,259,12010,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-75,-65,-70,18,10,,,,,,,,,,,60,RRC_IDLE,ATTACHED,,Excellent,9440.608762859232,Urban,5,,,1752428810,2025-07-13T17:46:50+00:00,simulated_comprehensive,simulated
1752429038,2025-07-13T17:50:38+00:00,40.7421638,-74.0061616,0.0,0.0,,Good,87,12356,260,12011,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-74,-63,-69,19,11,,,,,,,,,,,61,RRC_IDLE,ATTACHED,,Excellent,8413.951416451951,Urban,6,,,1752429125,2025-07-13T17:52:05+00:00,simulated_comprehensive,simulated
1752429060,2025-07-13T17:51:00+00:00,40.7422036,-74.0061525,0.734968077275751,12.878910398453627,,Good,250,12355,259,12010,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-75,-65,-70,18,10,,,,,,,,,,,60,RRC_IDLE,ATTACHED,,Excellent,9440.608762859232,Urban,5,,,1752428810,2025-07-13T17:46:50+00:00,simulated_comprehensive,simulated
1752429060,2025-07-13T17:51:00+00:00,40.7422036,-74.0061525,0.734968077275751,12.878910398453627,,Good,65,12356,260,12011,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-74,-63,-69,19,11,,,,,,,,,,,61,RRC_IDLE,ATTACHED,,Excellent,8413.951416451951,Urban,6,,,1752429125,2025-07-13T17:52:05+00:00,simulated_comprehensive,simulated
1752429069,2025-07-13T17:51:09+00:00,40.7422036,-74.0061525,0.0,0.0,,Good,259,12355,259,12010,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-75,-65,-70,18,10,,,,,,,,,,,60,RRC_IDLE,ATTACHED,,Excellent,9440.608762859232,Urban,5,,,1752428810,2025-07-13T17:46:50+00:00,simulated_comprehensive,simulated
1752429069,2025-07-13T17:51:09+00:00,40.7422036,-74.0061525,0.0,0.0,,Good,56,12356,260,12011,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-74,-63,-69,19,11,,,,,,,,,,,61,RRC_IDLE,ATTACHED,,Excellent,8413.951416451951,Urban,6,,,1752429125,2025-07-13T17:52:05+00:00,simulated_comprehensive,simulated
1752429093,2025-07-13T17:51:33+00:00,40.7421771,-74.0061232,0.5765946046195488,132.12735242090667,,Good,283,12355,259,12010,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-75,-65,-70,18,10,,,,,,,,,,,60,RRC_IDLE,ATTACHED,,Excellent,9440.608762859232,Urban,5,,,1752428810,2025-07-13T17:46:50+00:00,simulated_comprehensive,simulated
1752429093,2025-07-13T17:51:33+00:00,40.7421771,-74.0061232,0.5765946046195488,132.12735242090667,,Good,32,12356,260,12011,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-74,-63,-69,19,11,,,,,,,,,,,61,RRC_IDLE,ATTACHED,,Excellent,8413.951416451951,Urban,6,,,1752429125,2025-07-13T17:52:05+00:00,simulated_comprehensive,simulated
1752429102,2025-07-13T17:51:42+00:00,40.7421771,-74.0061232,0.0,0.0,,Perfect,292,12355,259,12010,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-75,-65,-70,18,10,,,,,,,,,,,60,RRC_IDLE,ATTACHED,,Excellent,9440.608762859232,Urban,5,,,1752428810,2025-07-13T17:46:50+00:00,simulated_comprehensive,simulated
1752429102,2025-07-13T17:51:42+00:00,40.7421771,-74.0061232,0.0,0.0,,Perfect,23,12356,260,12011,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-74,-63,-69,19,11,,,,,,,,,,,61,RRC_IDLE,ATTACHED,,Excellent,8413.951416451951,Urban,6,,,1752429125,2025-07-13T17:52:05+00:00,simulated_comprehensive,simulated
1752429125,2025-07-13T17:52:05+00:00,40.7421497,-74.0060676,0.87461759356674,116.23434327579673,,Perfect,0,12356,260,12011,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-74,-63,-69,19,11,,,,,,,,,,,61,RRC_IDLE,ATTACHED,,Excellent,8413.951416451951,Urban,6,,,1752429125,2025-07-13T17:52:05+00:00,simulated_comprehensive,simulated
1752429134,2025-07-13T17:52:14+00:00,40.7421497,-74.0060676,0.0,0.0,,Perfect,9,12356,260,12011,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-74,-63,-69,19,11,,,,,,,,,,,61,RRC_IDLE,ATTACHED,,Excellent,8413.951416451951,Urban,6,,,1752429125,2025-07-13T17:52:05+00:00,simulated_comprehensive,simulated
1752429156,2025-07-13T17:52:36+00:00,40.7421664,-74.0061042,0.5889990334025679,294.5264625352475,,Good,31,12356,260,12011,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-74,-63,-69,19,11,,,,,,,,,,,61,RRC_IDLE,ATTACHED,,Excellent,8413.951416451951,Urban,6,,,1752429125,2025-07-13T17:52:05+00:00,simulated_comprehensive,simulated
1752429156,2025-07-13T17:52:36+00:00,40.7421664,-74.0061042,0.5889990334025679,294.5264625352475,,Good,283,12357,261,12012,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-73,-61,-68,20,12,,,,,,,,,,,62,RRC_IDLE,ATTACHED,,Excellent,7498.942093324558,Urban,3,,,1752429439,2025-07-13T17:57:19+00:00,simulated_comprehensive,simulated
1752429166,2025-07-13T17:52:46+00:00,40.7421664,-74.0061042,0.0,0.0,,Good,41,12356,260,12011,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-74,-63,-69,19,11,,,,,,,,,,,61,RRC_IDLE,ATTACHED,,Excellent,8413.951416451951,Urban,6,,,1752429125,2025-07-13T17:52:05+00:00,simulated_comprehensive,simulated
1752429166,2025-07-13T17:52:46+00:00,40.7421664,-74.0061042,0.0,0.0,,Good,273,12357,261,12012,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-73,-61,-68,20,12,,,,,,,,,,,62,RRC_IDLE,ATTACHED,,Excellent,7498.942093324558,Urban,3,,,1752429439,2025-07-13T17:57:19+00:00,simulated_comprehensive,simulated
1752429189,2025-07-13T17:53:09+00:00,40.7421519,-74.0060715,0.4996207264771723,113.9136989425723,,Good,64,12356,260,12011,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-74,-63,-69,19,11,,,,,,,,,,,61,RRC_IDLE,ATTACHED,,Excellent,8413.951416451951,Urban,6,,,1752429125,2025-07-13T17:52:05+00:00,simulated_comprehensive,simulated
1752429189,2025-07-13T17:53:09+00:00,40.7421519,-74.0060715,0.4996207264771723,113.9136989425723,,Good,250,12357,261,12012,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-73,-61,-68,20,12,,,,,,,,,,,62,RRC_IDLE,ATTACHED,,Excellent,7498.942093324558,Urban,3,,,1752429439,2025-07-13T17:57:19+00:00,simulated_comprehensive,simulated
1752429197,2025-07-13T17:53:17+00:00,40.7421582,-74.0061007,1.151019298859274,282.17513454132785,,Good,72,12356,260,12011,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-74,-63,-69,19,11,,,,,,,,,,,61,RRC_IDLE,ATTACHED,,Excellent,8413.951416451951,Urban,6,,,1752429125,2025-07-13T17:52:05+00:00,simulated_comprehensive,simulated
1752429197,2025-07-13T17:53:17+00:00,40.7421582,-74.0061007,1.151019298859274,282.17513454132785,,Good,242,12357,261,12012,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-73,-61,-68,20,12,,,,,,,,,,,62,RRC_IDLE,ATTACHED,,Excellent,7498.942093324558,Urban,3,,,1752429439,2025-07-13T17:57:19+00:00,simulated_comprehensive,simulated
1752429220,2025-07-13T17:53:40+00:00,40.7421684,-74.0061047,0.18519536399299072,338.5870305712521,,Good,95,12356,260,12011,,311,480,Verizon,LTE,12,700 MHz,1970,20.0,-74,-63,-69,19,11,,,,,,,,,,,61,RRC_IDLE,ATTACHED,,Excellent,8413.951416451951,Urban,6,,,1752429125,2025-07-13T17:52:05+00:00,simulated_comprehensive,simulated
